Creg2	1	39634940
Rfx8	1	39693149
Gm3646	1	39804740
Map4k4	1	39963611
Il1r2	1	40099655
Il1r1	1	40271168
Il1rl2	1	40346086
Il1rl1	1	40447492
Il18r1	1	40483203
Il18rap	1	40533533
Slc9a4	1	40605403
Slc9a2	1	40724923
Mfsd9	1	40781362
Tmem182	1	40831244
Pou3f3	1	42699050
Mrps9	1	42878458
Gpr45	1	42994164
Tgfbrap1	1	43072918
AI597479	1	43107328
Fhl2	1	43160029
Nck2	1	43507547
Ecrg4	1	43736590
Uxs1	1	43787383
Tpp2	1	43968323
Mettl21c	1	44014721
Gm8251	1	44067809
Tex30	1	44094527
Poglut2	1	44112677
Bivm	1	44131863
Ercc5	1	44164502
Mettl21e	1	44211515
Gulp1	1	44674174
Col3a1	1	45330622
Col5a2	1	45438801
Wdr75	1	45809392
Gm5269	1	45889899
Slc40a1	1	45917295
Dnah7b	1	46219932
Dnah7c	1	46616534
Slc39a10	1	46850198
Tmeff2	1	51043958
Cavin2	1	51296043
Nabp1	1	51472143
Myo1b	1	51832918
Stat4	1	52047168
Stat1	1	52140652
Gls	1	52198340
Nab1	1	52478986
Nemp2	1	52641311
Mfsd6	1	52691874
Inpp1	1	52801557
Hibch	1	52882957
1700019D03Rik	1	52971251
Mstn	1	53064859
1700019A02Rik	1	53173106
Pms1	1	53243102
Ormdl1	1	53303702
Gm28778	1	53307573
Osgepl1	1	53319983
Gm28551	1	53339087
Asnsd1	1	53348684
Gm50478	1	53350549
Dnah7a	1	53551895
Stk17b	1	53770365
Hecw2	1	54001022
Ccdc150	1	54309705
Gtf3c3	1	54417487
Gm34066	1	54450083
Pgap1	1	54515339
Ankrd44	1	54785863
Sf3b1	1	55006325
Coq10b	1	55062736
Hspd1	1	55083039
Hspe1	1	55089719
Mob4	1	55143065
Rftn2	1	55198470
Mars2	1	55242823
Boll	1	55306063
Plcl1	1	55580103
Hsfy2	1	56636739
Satb2	1	56886315
1700066M21Rik	1	57381521
Tyw5	1	57397669
Maip1	1	57412140
Spats2l	1	57861278
Kctd18	1	57987028
Sgo2a	1	58010935
Aox1	1	58068172
Aox3	1	58156914
Aox4	1	58239497
Aox2	1	58329292
Bzw1	1	58400125
Clk1	1	58417127
Ppil3	1	58438240
Nif3l1	1	58463483
Orc2	1	58483940
Fam126b	1	58554564
Ndufb3	1	58591174
Flacc1	1	58671446
Cflar	1	58735196
Casp8	1	58821438
Trak2	1	58936939
Stradb	1	58984618
C2cd6	1	59046008
Tmem237	1	59110499
Mpp4	1	59142162
Als2	1	59200078
Cdk15	1	59304949
Fzd7	1	59484689
Gm973	1	59576340
Sumo1	1	59628696
Nop58	1	59702007
Bmpr2	1	59821207
Fam117b	1	59949176
Ica1l	1	60012837
Wdr12	1	60084215
Carf	1	60126100
Nbeal1	1	60259463
Cyp20a1	1	60365691
Abi2	1	60445388
Raph1	1	60524698
Cd28	1	60745079
Ctla4	1	60901416
Icos	1	60989123
Pard3b	1	62140554
Nrp2	1	62760990
Ino80d	1	63036542
Ndufs1	1	63160214
Eef1b2	1	63178655
Gpr1	1	63198617
Zdbf2	1	63293920
Adam23	1	63521083
Gm39653	1	63618393
Dytn	1	63654889
Mdh1b	1	63714568
Fastkd2	1	63742634
4933402D24Rik	1	63762087
Klf7	1	64075864
Creb1	1	64568596
Mettl21a	1	64611857
Ccnyl1	1	64708049
Fzd5	1	64734154
Plekhm3	1	64871403
Akr1cl	1	65022724
Cryge	1	65049851
Crygd	1	65062662
Crygc	1	65072607
Crygb	1	65081253
Cryga	1	65101881
Gm28845	1	65110088
D630023F18Rik	1	65114249
Idh1	1	65172558
Pikfyve	1	65232689
Pth2r	1	65335650
Crygf	1	65927413
Map2	1	66308928
Unc80	1	66583757
Rpe	1	66710318
Kansl1l	1	66768405
Acadl	1	66847058
Myl1	1	66934849
Lancl1	1	67019694
Cps1	1	67177142
Erbb4	1	68570122
Ikzf2	1	69609229
Spag16	1	70276051
Vwc2l	1	70805556
Bard1	1	71065322
Abca12	1	71328593
Atic	1	71568390
Fn1	1	71619360
Mreg	1	72185874
Pecr	1	72271740
Tmem169	1	72293736
Xrcc5	1	72351189
Marchf4	1	72482021
Smarcal1	1	72608192
Ankar	1	72671779
Rpl37a	1	72712551
Igfbp2	1	72838488
Igfbp5	1	72866408
Tnp1	1	73015491
Tns1	1	74017340
Rufy4	1	74136882
Cxcr2	1	74157617
Cxcr1	1	74193208
Arpc2	1	74252146
Gpbar1	1	74279087
Aamp	1	74282289
Pnkd	1	74319312
Tmbim1	1	74296934
Catip	1	74365714
Slc11a1	1	74380628
Ctdsp1	1	74394397
Vil1	1	74422467
Usp37	1	74489897
Cnot9	1	74518450
Plcd4	1	74555341
Zfp142	1	74576686
Bcs1l	1	74590366
Rnf25	1	74597572
Stk36	1	74619169
Ttll4	1	74682737
Cyp27a1	1	74725733
Prkag3	1	74744071
Wnt6	1	74778607
Wnt10a	1	74797847
Cdk5r2	1	74856333
Fev	1	74883464
Cryba2	1	74891538
Cfap65	1	74918835
Ihh	1	74948493
Nhej1	1	75046169
Slc23a3	1	75129715
Cnppd1	1	75138632
Retreg2	1	75145345
Zfand2b	1	75170137
Abcb6	1	75176054
Atg9a	1	75186528
Ankzf1	1	75195769
Glb1l	1	75204524
Stk16	1	75213222
Tuba4a	1	75217046
A630095N17Rik	1	75226098
Dnajb2	1	75241049
Ptprn	1	75255764
Resp18	1	75275307
Dnpep	1	75312943
Des	1	75364454
Speg	1	75403808
Gmppa	1	75439554
Asic4	1	75462389
Chpf	1	75476938
Obsl1	1	75492881
Tmem198	1	75482618
Inha	1	75508721
Stk11ip	1	75529432
Slc4a3	1	75554219
Epha4	1	77441136
Pax3	1	78149200
Sgpp2	1	78365317
Farsb	1	78453436
BC035947	1	78504592
Mogat1	1	78524582
Acsl3	1	78682784
Utp14b	1	78664775
Kcne4	1	78818393
Scg2	1	79437394
Ap1s3	1	79639424
Wdfy1	1	79739202
Mrpl44	1	79778731
Serpine2	1	79827688
Fam124b	1	80208589
Cul3	1	80302701
Gm45261	1	80455522
Dock10	1	80629800
Nyap2	1	81209357
Irs1	1	82262258
Gm9747	1	82234522
Rhbdd1	1	82380909
Col4a4	1	82517636
Col4a3	1	82654490
Mff	1	82738642
Tm4sf20	1	82762555
Gm47791	1	82771033
Agfg1	1	82870332
A030005L19Rik	1	82913727
A030014E15Rik	1	82925314
Gm6217	1	82930985
A030003K21Rik	1	82942973
Gm7544	1	82955599
Gm47955	1	82960605
Gm47959	1	83001014
Slc19a3	1	83025485
Krtap28-10	1	83042002
Gm47969	1	83045439
A030005K14Rik	1	83058832
Krtap28-13	1	83061425
Ccl20	1	83117966
Daw1	1	83185163
Sphkap	1	83331169
Pid1	1	84200238
Dner	1	84533030
Trip12	1	84780852
Fbxo36	1	84870164
Slc16a14	1	84920516
AC167036.1	1	84961777
C130026I21Rik	1	85131628
AC167036.2	1	85028399
A530032D15Rik	1	85096461
Gm7609	1	85206699
AC147806.1	1	85484697
AC147806.2	1	85539390
G530012D18Rik	1	85576485
Sp110	1	85587858
Sp140	1	85622707
Sp100	1	85679993
A630001G21Rik	1	85747863
Cab39	1	85822508
Itm2c	1	85901478
4933407L21Rik	1	85934553
Gpr55	1	85949662
Spata3	1	86023387
2810459M11Rik	1	86050659
Psmd1	1	86101769
Htr2b	1	86105498
Gm21972	1	86148212
Armc9	1	86216532
B3gnt7	1	86305068
Ncl	1	86352059
Nmur1	1	86406265
Tex44	1	86427190
Ptma	1	86528719
Pde6d	1	86562811
Cops7b	1	86596139
Nppc	1	86668431
Dis3l2	1	86876951
Alppl2	1	87088311
Alpi	1	87099804
Akp3	1	87126442
Ecel1	1	87152088
Prss56	1	87185859
Chrnd	1	87195338
Chrng	1	87208675
Eif4e2	1	87227201
Efhd1	1	87287601
Gigyf2	1	87388897
Kcnj13	1	87390546
Snorc	1	87472876
Ngef	1	87525352
Neu2	1	87553867
Inpp5d	1	87670409
Atg16l1	1	87774149
Sag	1	87824419
Dgkd	1	87899233
Usp40	1	87976835
Ugt1a10	1	88137196
Ugt1a9	1	88144898
Ugt1a8	1	88153408
Ugt1a7c	1	88157532
Ugt1a6b	1	88161127
Ugt1a6a	1	88176903
Ugt1a5	1	88192504
Ugt1a2	1	88209799
Dnajb3	1	88205257
Ugt1a1	1	88215478
Mroh2a	1	88244637
Hjurp	1	88270052
Trpm8	1	88333477
Spp2	1	88416699
Glrp1	1	88504968
Arl4c	1	88687673
Sh3bp4	1	89112741
Agap1	1	89676211
Gbx2	1	89929567
Asb18	1	89982443
Iqca	1	90097766
Ackr3	1	90210365
Cops8	1	90608161
Col6a3	1	90804947
Mlph	1	90933113
Prlh	1	90953567
Rab17	1	90963897
Lrrfip1	1	91063840
Rbm44	1	91157942
Ramp1	1	91202509
Ube2f	1	91270320
Scly	1	91309706
Espnl	1	91335190
Klhl30	1	91356716
Erfe	1	91370323
Ilkap	1	91386338
Hes6	1	91412760
Per2	1	91437653
Traf3ip1	1	91511977
Asb1	1	91550066
Twist2	1	91824744
Hdac4	1	92062239
Ndufa10	1	92456435
Olfr1416	1	92480519
Olfr1415	1	92492601
Olfr1414	1	92512513
Olfr1413	1	92572859
Olfr1412	1	92588577
Olfr1411	1	92596082
Olfr1410	1	92610294
Olfr12	1	92620600
Cops9	1	92639565
Otos	1	92646529
Gpc1	1	92846212
Ankmy1	1	92881354
Dusp28	1	92907708
Rnpepl1	1	92917583
Capn10	1	92941158
Gpr35	1	92968628
Aqp12	1	93009301
Kif1a	1	93058707
Agxt	1	93140330
Mab21l4	1	93156148
Crocc2	1	93199898
Sned1	1	93268453
Mterf4	1	93302563
Pask	1	93326126
Ppp1r7	1	93358171
Ano7	1	93389116
Hdlbp	1	93442377
Septin2	1	93494612
Septin2	1	93494363
Farp2	1	93567027
Stk25	1	93639205
Bok	1	93690712
Thap4	1	93728399
Atg4b	1	93771055
Dtymk	1	93797255
Ing5	1	93813033
D2hgdh	1	93838628
Gal3st2	1	93868900
Gal3st2b	1	93930480
Gal3st2c	1	94003828
Neu4	1	94024392
Pdcd1	1	94045429
Fam174a	1	95324453
St8sia4	1	95627626
Slco4c1	1	96844220
Slco6c1	1	97093669
D1Ertd622e	1	97634196
Ppip5k2	1	97738229
Gin1	1	97781940
Pam	1	97945380
Slco6d1	1	98469057
Cntnap5b	1	100129353
Cdh20	1	104882005
Rnf152	1	105316812
Pign	1	105591049
Relch	1	105709526
Tnfrsf11a	1	105814349
Zcchc2	1	106012240
Phlpp1	1	106283001
Bcl2	1	106626226
Kdsr	1	106740093
Vps4b	1	106780399
Serpinb5	1	106872260
Serpinb12	1	106945764
Serpinb13	1	106991089
Serpinb3a	1	107048945
Serpinb3d	1	107080836
Serpinb3b	1	107216150
Serpinb3c	1	107274786
Serpinb11	1	107370836
Serpinb7	1	107426172
Serpinb2	1	107523450
Serpinb8	1	107600245
Cdh7	1	110061294
Cdh19	1	110932955
Dsel	1	111861810
Cntnap5a	1	116136039
Gm19965	1	116813196
Gm28363	1	117712286
B020011L13Rik	1	117792246
Gm28360	1	117842288
Gm28168	1	117939001
Gm7145	1	117976411
Gm29106	1	118189424
Tsn	1	118303258
Nifk	1	118327830
Clasp1	1	118500868
Tfcp2l1	1	118656556
Gli2	1	118943875
Inhbb	1	119418856
Ralb	1	119487549
Tmem185b	1	119527571
Epb41l5	1	119597018
Ptpn4	1	119745040
Tmem177	1	119910549
Cfap221	1	119960287
Sctr	1	120035215
Tmem37	1	120070725
Dbi	1	120117179
3110009E18Rik	1	120154688
Steap3	1	120231731
C1ql2	1	120341878
Marco	1	120489781
En1	1	120605205
Insig2	1	121318471
Ccdc93	1	121468754
Htr5b	1	121519153
Ddx18	1	121560912
Dpp10	1	124083755
Actr3	1	125414316
Slc35f5	1	125578207
Gpr39	1	125775428
Lypd1	1	125890361
Nckap5	1	126372209
Mgat5	1	127346675
Tmem163	1	127583047
Acmsd	1	127748695
Ccnt2	1	127791112
Map3k19	1	127834911
Rab3gap1	1	127906320
Zranb3	1	128028615
R3hdm1	1	128170518
Ubxn4	1	128261671
Lct	1	128306537
Mcm6	1	128345627
Dars	1	128390537
Cxcr4	1	128590246
Thsd7b	1	129746290
Cd55b	1	130405773
Cd55	1	130450885
Zp3r	1	130603167
C4bp	1	130648202
Gm29427	1	130693004
Pfkfb2	1	130709217
Yod1	1	130720842
AA986860	1	130738299
Fcamr	1	130807821
Pigr	1	130839466
Fcmr	1	130873230
Il24	1	130884764
Il20	1	130909218
Il19	1	130936385
Il10	1	131022409
Mapkapk2	1	131075763
Dyrk3	1	131132897
Eif2d	1	131170419
Rassf5	1	131210834
Ikbke	1	131266974
Srgap2	1	131406301
Fam72a	1	131533887
Avpr1b	1	131605619
Ctse	1	131656905
Rab7b	1	131702067
Slc26a9	1	131757763
Pm20d1	1	131809427
Slc41a1	1	131838179
Rab29	1	131870055
Nucks1	1	131923427
Slc45a3	1	131972968
Elk4	1	132020109
Mfsd4a	1	132045434
Cdk18	1	132125960
Lemd1	1	132225329
Gm29695	1	132200501
Gm10188	1	132229407
Klhdc8a	1	132302991
Nuak2	1	132324807
Tmcc2	1	132373798
Dstyk	1	132442256
Rbbp5	1	132491512
Tmem81	1	132507434
Cntn2	1	132526341
Nfasc	1	132653243
Lrrn2	1	132910139
Mdm4	1	132995022
Pik3c2b	1	133077177
Ppp1r15b	1	133135463
Plekha6	1	133233822
Golt1a	1	133316413
Gm28040	1	133319774
Gm28040	1	133319864
Kiss1	1	133325888
Ren1	1	133355417
Etnk2	1	133371954
Sox13	1	133403340
Snrpe	1	133607081
Zc3h11a	1	133640621
Zc3h11a	1	133640625
Gm38394	1	133640629
Lax1	1	133684599
Atp2b4	1	133750249
Optc	1	133902599
Prelp	1	133915859
Fmod	1	134042765
Btg2	1	134077145
Chit1	1	134131391
Chil1	1	134186178
Mybph	1	134197340
Adora1	1	134217327
Myog	1	134291268
Ppfia4	1	134314855
Tmem183a	1	134354038
Mgat4f	1	134388460
Cyb5r1	1	134408649
Adipor1	1	134424364
Klhl12	1	134473274
Rabif	1	134501711
Mgat4e	1	134545311
Kdm5b	1	134597728
Syt2	1	134704635
Ppp1r12b	1	134855300
Ube2t	1	134968363
Lgr6	1	135044288
Ptpn7	1	135139008
Arl8a	1	135151546
Gpr37l1	1	135163957
Elf3	1	135256071
Rnpep	1	135273398
Timm17a	1	135304495
Lmod1	1	135346436
Shisa4	1	135373147
Ipo9	1	135406405
Nav1	1	135561342
Csrp1	1	135736146
Phlda3	1	135767627
Tnni1	1	135795211
Lad1	1	135825970
Tnnt2	1	135844307
Pkp1	1	135895301
Igfn1	1	135979960
Tmem9	1	136021746
Ascl5	1	136051087
Cacna1s	1	136086286
Kif21b	1	136154693
Mroh3	1	136197240
Inava	1	136223897
Gpr25	1	136260335
Camsap2	1	136307113
Ddx59	1	136427714
Kif14	1	136498927
Zfp281	1	136627477
Nr5a2	1	136901509
Ptprc	1	138119284
Atp6v1g3	1	138281600
Nek7	1	138551508
Lhx9	1	138836881
2310009B15Rik	1	138854417
Dennd1b	1	139071197
Crb1	1	139287078
Zbtb41	1	139437646
Aspm	1	139474431
F13b	1	139512727
Cfhr1	1	139553662
Gm4788	1	139739433
Cfhr2	1	139831442
Cfh	1	140134236
Kcnt2	1	140429112
Cdc73	1	143650846
B3galt2	1	143647639
Glrx2	1	143733007
Ro60	1	143763929
Uchl5	1	143792369
Rgs2	1	144001749
Rgs13	1	144158013
Rgs1	1	144245769
Rgs21	1	144542157
Rgs18	1	144764059
Brinp3	1	146698616
Pla2g4a	1	149895454
Ptgs2	1	150104129
Pdc	1	150326661
Odr4	1	150377192
Tpr	1	150421386
Prg4	1	150457788
Hmcn1	1	150777979
Gm47985	1	151183390
Gm8947	1	151193215
Gm47995	1	151198899
3110040M04Rik	1	151204593
Gm47996	1	151210601
Ivns1abp	1	151354449
Swt1	1	151398077
Trmt1l	1	151443351
Rnf2	1	151479479
Fam129a	1	151646562
Edem3	1	151788711
1700025G04Rik	1	151971264
Tsen15	1	152378711
Colgalt2	1	152455262
Rgl1	1	152641555
Apobec4	1	152754047
Arpc5	1	152771069
Ncf2	1	152818592
Smg7	1	152869820
Nmnat2	1	153037127
Lamc2	1	153154601
Lamc1	1	153275854
Shcbp1l	1	153438868
Dhx9	1	153471709
Npl	1	153526530
Rgs8	1	153676674
Rgs16	1	153742908
Rnasel	1	153756823
Rgsl1	1	153811761
Teddm2	1	153874885
Teddm1b	1	153875608
Teddm1a	1	153892400
Glul	1	153904833
Zfp648	1	154203438
Cacna1e	1	154637616
Ier5	1	155097998
Mr1	1	155137045
Stx6	1	155183485
BC034090	1	155228457
Xpr1	1	155346558
Acbd6	1	155624725
Lhx4	1	155724857
Qsox1	1	155794459
Cep350	1	155909109
Tor1aip1	1	156020539
Tor1aip2	1	156052132
Fam163a	1	156140496
Tdrd5	1	156279480
Nphs2	1	156319381
Axdnd1	1	156372334
Gm2000	1	156366262
Soat1	1	156449428
Abl2	1	156604177
Tor3a	1	156663986
Fam20b	1	156698809
Ralgps2	1	156871896
Angptl1	1	156849820
Tex35	1	157103909
Rasal2	1	157273888
Cryzl2	1	157475607
Sec16b	1	157537576
Brinp2	1	158300797
Astn1	1	158527027
Pappa2	1	158846108
Cop1	1	159289980
Tnr	1	159727749
4930523C07Rik	1	160062295
Tnn	1	160119304
Mrps14	1	160198692
Cacybp	1	160207621
Rabgap1l	1	160506192
Gpr52	1	160577156
Rc3h1	1	160940698
Serpinc1	1	160992224
Zbtb37	1	161018885
Dars2	1	161055629
Cenpl	1	161078718
Klhl20	1	161109943
Ankrd45	1	161156594
Tex50	1	161156936
Prdx6	1	161245665
Tnfsf4	1	161406909
Tnfsf18	1	161499972
Fasl	1	161784592
Suco	1	161846398
4930558K02Rik	1	161960861
Pigc	1	161971310
Dnm3	1	162230243
Eef1aknmt	1	162540339
Vamp4	1	162584799
Myoc	1	162644424
Myocos	1	162652706
Prrc2c	1	162705640
Fmo4	1	162803580
Fmo1	1	162848085
Fmo2	1	162886521
Fmo6	1	162927033
Fmo3	1	162969164
Mroh9	1	163054986
Prrx1	1	163279414
Gorab	1	163394288
Mettl11b	1	163713744
Kifap3	1	163848346
Scyl3	1	163942113
BC055324	1	163970394
Mettl18	1	163996066
Sele	1	164052955
Sell	1	164073081
Selp	1	164132645
F5	1	164186057
Slc19a2	1	164257215
Ccdc181	1	164281716
Blzf1	1	164298644
Nme7	1	164370923
Atp1b1	1	164447732
Dpt	1	164810455
Xcl1	1	164933585
Tbx19	1	165149314
Sft2d2	1	165184387
Tiprl	1	165224641
Gpr161	1	165311267
Dcaf6	1	165394586
Mpc2	1	165470925
Adcy10	1	165530978
Mpzl1	1	165613389
Rcsd1	1	165678136
Creg1	1	165769527
Cd247	1	165832979
Pou2f1	1	165933916
Dusp27	1	166113035
Gpa33	1	166148374
Mael	1	166219974
Ildr2	1	166285481
Tada1	1	166386359
Pogk	1	166397242
Gm4846	1	166490600
Gm4847	1	166638332
Fmo9	1	166671950
Fam78b	1	167046359
Uck2	1	167254101
Tmco1	1	167321178
Aldh9a1	1	167359261
Mgst3	1	167382903
Lrrc52	1	167456224
Rxrg	1	167619003
Lmx1a	1	167768989
Pbx1	1	168275817
Nuf2	1	169514699
Rgs5	1	169675657
Rgs4	1	169744559
Ccdc190	1	169931650
Hsd17b7	1	169959388
Ddr2	1	170041534
Uap1	1	170158447
Uhmk1	1	170204408
Sh2d1b2	1	170243178
Sh2d1b1	1	170282044
Gm7694	1	170302265
Nos1ap	1	170446264
Spata46	1	170310464
Olfml2b	1	170663660
Atf6	1	170786222
Dusp12	1	170879519
Gm26620	1	170885473
Fcrlb	1	170910107
Fcrla	1	170922579
Fcgr2b	1	170967582
Fcgr4	1	171024340
Fcgr3	1	171058054
Cfap126	1	171120442
Sdhc	1	171138884
Mpz	1	171155920
Pcp4l1	1	171184765
Nr1i3	1	171217335
Tomm40l	1	171219262
Apoa2	1	171225716
Fcer1g	1	171231968
Ndufs2	1	171243120
Adamts4	1	171255529
B4galt3	1	171273612
Ppox	1	171278588
Usp21	1	171284968
Ufc1	1	171291793
Dedd	1	171335738
Nit1	1	171341827
Pfdn2	1	171352462
Klhdc9	1	171359622
Nectin4	1	171379348
Arhgap30	1	171399626
Usf1	1	171415227
Tstd1	1	171419612
F11r	1	171451069
Alyref2	1	171504114
Itln1	1	171526708
Cd244a	1	171584469
Ly9	1	171598017
Slamf7	1	171642719
Cd48	1	171693633
Slamf1	1	171784155
Cd84	1	171865207
Gm10521	1	171896950
Slamf6	1	171935342
Vangl2	1	172014702
Nhlh1	1	172054932
Ncstn	1	172074404
Copa	1	172102429
Pex19	1	172131624
Dcaf8	1	172172544
Pea15a	1	172201766
Casq1	1	172214881
Atp1a4	1	172240963
Igsf8	1	172290741
Atp1a2	1	172284886
Kcnj9	1	172324909
Kcnj10	1	172357647
Pigm	1	172380322
Slamf9	1	172476966
Igsf9	1	172490333
Tagln2	1	172503713
Cfap45	1	172533335
Vsig8	1	172559827
Slamf8	1	172586163
Fcrl6	1	172599596
Dusp23	1	172631863
Crp	1	172765543
Apcs	1	172894501
Olfr16	1	172954383
Olfr1408	1	173132711
Olfr1406	1	173186246
Olfr218	1	173202072
Olfr1404	1	173215487
Fcer1a	1	173224249
Olfr418	1	173269997
Mptx2	1	173276079
Ackr1	1	173332818
Cadm3	1	173350476
Aim2	1	173408459
Ifi206	1	173479763
Ifi214	1	173527837
Ifi213	1	173582778
Ifi209	1	173639422
Ifi208	1	173686035
Ifi207	1	173732587
Ifi204	1	173757118
Mndal	1	173865003
Ifi211	1	173904695
Ifi203	1	173931539
Ifi202b	1	173972656
Ifi205	1	174021904
Olfr433	1	174042558
Olfr432	1	174051978
Olfr430	1	174069439
Olfr429	1	174087837
Olfr427	1	174100057
Olfr231	1	174117186
Olfr424	1	174134887
Olfr420	1	174158914
Spta1	1	174210613
Olfr419	1	174250287
Mptx1	1	174331695
Olfr417	1	174369797
Olfr248	1	174391550
Olfr414	1	174429405
Olfr220	1	174446679
Fmn2	1	174662277
Grem2	1	174877802
Rgs7	1	175275793
Fh1	1	175613004
Kmo	1	175641248
Opn3	1	175677598
Chml	1	175687569
Wdr64	1	175757163
Exo1	1	175897035
Gm38100	1	175921277
Pld5	1	176118809
Rbm8a2	1	175978445
Cep170	1	176773860
Sdccag8	1	176917548
Akt3	1	177139138
Zbtb18	1	177446557
1700016C15Rik	1	177741569
Adss	1	177779736
Catspere1	1	177885554
Catspere2	1	178078064
Desi2	1	178222359
Cox20	1	178320911
Hnrnpu	1	178329452
Efcab2	1	178445299
Kif26b	1	178734162
Smyd3	1	179235000
Tfb2m	1	179537161
Cnst	1	179586924
Sccpdh	1	179677699
Kif28	1	179720284
Ahctf1	1	179774287
Cdc42bpa	1	180063037
Coq8a	1	180182420
Psen2	1	180245221
Itpkb	1	180377643
Stum	1	180457945
Parp1	1	180585089
Lin9	1	180665922
Mixl1	1	180695038
Acbd3	1	180740123
H3f3a	1	180807387
Sde2	1	180859620
Lefty2	1	180896105
Pycr2	1	180906190
Lefty1	1	180936711
Tmem63a	1	180958728
Ephx1	1	180998557
9130409I23Rik	1	181055952
Nvl	1	181115671
Cnih4	1	181156843
Wdr26	1	181192614
Cnih3	1	181406634
Ccdc121	1	181510542
Dnah14	1	181696166
Lbr	1	181829190
Enah	1	181958187
Srp9	1	182128572
Vmn1r1	1	182159595
Degs1	1	182279288
Fbxo28	1	182327365
Trp53bp2	1	182435802
Capn2	1	182492434
Capn8	1	182598679
Ccdc185	1	182748153
Susd4	1	182830225
Tlr5	1	182965416
Disp1	1	183153894
Brox	1	183286810
Aida	1	183311033
Mia3	1	183348139
Taf1a	1	183399589
Hhipl2	1	183427511
Dusp10	1	184044469
1700056E22Rik	1	184033665
Hlx	1	184729879
Mtarc1	1	184799040
Mtarc2	1	184829759
C130074G19Rik	1	184877572
Mark1	1	184948179
